step,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
