step,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
