step,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
